1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.000000e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.999778e+11 0.000000e+00 0.000000e+00 -2.221388e+05 0.000000e+00 0.000000e+00 -1.110719e+03 0.000000e+00 0.000000e+00 -9.999778e+11 0.000000e+00 0.000000e+00 2.221388e+05 0.000000e+00 0.000000e+00 1.110719e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.999778e+11 0.000000e+00 0.000000e+00 -2.221388e+05 0.000000e+00 0.000000e+00 -1.110719e+03 0.000000e+00 0.000000e+00 -9.999778e+11 0.000000e+00 0.000000e+00 2.221388e+05 0.000000e+00 0.000000e+00 1.110719e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.999778e+11 0.000000e+00 0.000000e+00 -2.221388e+05 0.000000e+00 0.000000e+00 -1.110719e+03 0.000000e+00 0.000000e+00 -9.999778e+11 0.000000e+00 0.000000e+00 2.221388e+05 0.000000e+00 0.000000e+00 1.110719e+03 
9.999111e+11 0.000000e+00 0.000000e+00 -4.442974e+05 0.000000e+00 0.000000e+00 -1.110867e+03 0.000000e+00 0.000000e+00 -9.999111e+11 0.000000e+00 0.000000e+00 4.442974e+05 0.000000e+00 0.000000e+00 1.110867e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.999111e+11 0.000000e+00 0.000000e+00 -4.442974e+05 0.000000e+00 0.000000e+00 -1.110867e+03 0.000000e+00 0.000000e+00 -9.999111e+11 0.000000e+00 0.000000e+00 4.442974e+05 0.000000e+00 0.000000e+00 1.110867e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.999111e+11 0.000000e+00 0.000000e+00 -4.442974e+05 0.000000e+00 0.000000e+00 -1.110867e+03 0.000000e+00 0.000000e+00 -9.999111e+11 0.000000e+00 0.000000e+00 4.442974e+05 0.000000e+00 0.000000e+00 1.110867e+03 
9.998001e+11 0.000000e+00 0.000000e+00 -6.664955e+05 0.000000e+00 0.000000e+00 -1.111114e+03 0.000000e+00 0.000000e+00 -9.998001e+11 0.000000e+00 0.000000e+00 6.664955e+05 0.000000e+00 0.000000e+00 1.111114e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.998001e+11 0.000000e+00 0.000000e+00 -6.664955e+05 0.000000e+00 0.000000e+00 -1.111114e+03 0.000000e+00 0.000000e+00 -9.998001e+11 0.000000e+00 0.000000e+00 6.664955e+05 0.000000e+00 0.000000e+00 1.111114e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.998001e+11 0.000000e+00 0.000000e+00 -6.664955e+05 0.000000e+00 0.000000e+00 -1.111114e+03 0.000000e+00 0.000000e+00 -9.998001e+11 0.000000e+00 0.000000e+00 6.664955e+05 0.000000e+00 0.000000e+00 1.111114e+03 
9.996445e+11 0.000000e+00 0.000000e+00 -8.887528e+05 0.000000e+00 0.000000e+00 -1.111460e+03 0.000000e+00 0.000000e+00 -9.996445e+11 0.000000e+00 0.000000e+00 8.887528e+05 0.000000e+00 0.000000e+00 1.111460e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.996445e+11 0.000000e+00 0.000000e+00 -8.887528e+05 0.000000e+00 0.000000e+00 -1.111460e+03 0.000000e+00 0.000000e+00 -9.996445e+11 0.000000e+00 0.000000e+00 8.887528e+05 0.000000e+00 0.000000e+00 1.111460e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.996445e+11 0.000000e+00 0.000000e+00 -8.887528e+05 0.000000e+00 0.000000e+00 -1.111460e+03 0.000000e+00 0.000000e+00 -9.996445e+11 0.000000e+00 0.000000e+00 8.887528e+05 0.000000e+00 0.000000e+00 1.111460e+03 
9.994446e+11 0.000000e+00 0.000000e+00 -1.111089e+06 0.000000e+00 0.000000e+00 -1.111904e+03 0.000000e+00 0.000000e+00 -9.994446e+11 0.000000e+00 0.000000e+00 1.111089e+06 0.000000e+00 0.000000e+00 1.111904e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.994446e+11 0.000000e+00 0.000000e+00 -1.111089e+06 0.000000e+00 0.000000e+00 -1.111904e+03 0.000000e+00 0.000000e+00 -9.994446e+11 0.000000e+00 0.000000e+00 1.111089e+06 0.000000e+00 0.000000e+00 1.111904e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.994446e+11 0.000000e+00 0.000000e+00 -1.111089e+06 0.000000e+00 0.000000e+00 -1.111904e+03 0.000000e+00 0.000000e+00 -9.994446e+11 0.000000e+00 0.000000e+00 1.111089e+06 0.000000e+00 0.000000e+00 1.111904e+03 
9.992001e+11 0.000000e+00 0.000000e+00 -1.333524e+06 0.000000e+00 0.000000e+00 -1.112448e+03 0.000000e+00 0.000000e+00 -9.992001e+11 0.000000e+00 0.000000e+00 1.333524e+06 0.000000e+00 0.000000e+00 1.112448e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.992001e+11 0.000000e+00 0.000000e+00 -1.333524e+06 0.000000e+00 0.000000e+00 -1.112448e+03 0.000000e+00 0.000000e+00 -9.992001e+11 0.000000e+00 0.000000e+00 1.333524e+06 0.000000e+00 0.000000e+00 1.112448e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.992001e+11 0.000000e+00 0.000000e+00 -1.333524e+06 0.000000e+00 0.000000e+00 -1.112448e+03 0.000000e+00 0.000000e+00 -9.992001e+11 0.000000e+00 0.000000e+00 1.333524e+06 0.000000e+00 0.000000e+00 1.112448e+03 
9.989112e+11 0.000000e+00 0.000000e+00 -1.556079e+06 0.000000e+00 0.000000e+00 -1.113092e+03 0.000000e+00 0.000000e+00 -9.989112e+11 0.000000e+00 0.000000e+00 1.556079e+06 0.000000e+00 0.000000e+00 1.113092e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.989112e+11 0.000000e+00 0.000000e+00 -1.556079e+06 0.000000e+00 0.000000e+00 -1.113092e+03 0.000000e+00 0.000000e+00 -9.989112e+11 0.000000e+00 0.000000e+00 1.556079e+06 0.000000e+00 0.000000e+00 1.113092e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.989112e+11 0.000000e+00 0.000000e+00 -1.556079e+06 0.000000e+00 0.000000e+00 -1.113092e+03 0.000000e+00 0.000000e+00 -9.989112e+11 0.000000e+00 0.000000e+00 1.556079e+06 0.000000e+00 0.000000e+00 1.113092e+03 
9.985777e+11 0.000000e+00 0.000000e+00 -1.778771e+06 0.000000e+00 0.000000e+00 -1.113836e+03 0.000000e+00 0.000000e+00 -9.985777e+11 0.000000e+00 0.000000e+00 1.778771e+06 0.000000e+00 0.000000e+00 1.113836e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.985777e+11 0.000000e+00 0.000000e+00 -1.778771e+06 0.000000e+00 0.000000e+00 -1.113836e+03 0.000000e+00 0.000000e+00 -9.985777e+11 0.000000e+00 0.000000e+00 1.778771e+06 0.000000e+00 0.000000e+00 1.113836e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.985777e+11 0.000000e+00 0.000000e+00 -1.778771e+06 0.000000e+00 0.000000e+00 -1.113836e+03 0.000000e+00 0.000000e+00 -9.985777e+11 0.000000e+00 0.000000e+00 1.778771e+06 0.000000e+00 0.000000e+00 1.113836e+03 
9.981996e+11 0.000000e+00 0.000000e+00 -2.001623e+06 0.000000e+00 0.000000e+00 -1.114680e+03 0.000000e+00 0.000000e+00 -9.981996e+11 0.000000e+00 0.000000e+00 2.001623e+06 0.000000e+00 0.000000e+00 1.114680e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.981996e+11 0.000000e+00 0.000000e+00 -2.001623e+06 0.000000e+00 0.000000e+00 -1.114680e+03 0.000000e+00 0.000000e+00 -9.981996e+11 0.000000e+00 0.000000e+00 2.001623e+06 0.000000e+00 0.000000e+00 1.114680e+03 0.000000e+00 0.000000e+00 0.000000e+00 9.981996e+11 0.000000e+00 0.000000e+00 -2.001623e+06 0.000000e+00 0.000000e+00 -1.114680e+03 0.000000e+00 0.000000e+00 -9.981996e+11 0.000000e+00 0.000000e+00 2.001623e+06 0.000000e+00 0.000000e+00 1.114680e+03 
