#Format: number_of_particles run_time_in_ms
1  7.000000e+00
2  4.000000e+01
4  1.850000e+02
8  8.210000e+02
16  3.547000e+03
24  8.155000e+03
32  1.465000e+04
40  2.250800e+04
48  3.421900e+04
56  4.605100e+04
64  6.037300e+04
72  7.803200e+04
80  9.630500e+04
