#Format: number_of_particles run_time_in_ms
1  2.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
1  1.000000e+00
2  6.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
2  6.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
2  6.000000e+00
2  6.000000e+00
2  7.000000e+00
2  6.000000e+00
4  2.700000e+01
4  2.500000e+01
4  2.600000e+01
4  2.600000e+01
4  2.900000e+01
4  2.500000e+01
4  2.600000e+01
4  2.500000e+01
4  2.700000e+01
4  2.500000e+01
4  2.600000e+01
4  2.600000e+01
4  2.600000e+01
4  2.600000e+01
4  2.600000e+01
4  2.700000e+01
4  2.600000e+01
4  2.500000e+01
4  2.600000e+01
4  2.600000e+01
8  1.110000e+02
8  1.110000e+02
8  1.090000e+02
8  1.120000e+02
8  1.080000e+02
8  1.100000e+02
8  1.100000e+02
8  1.080000e+02
8  1.130000e+02
8  1.120000e+02
8  1.080000e+02
8  1.110000e+02
8  1.080000e+02
8  1.080000e+02
8  1.090000e+02
8  1.090000e+02
8  1.100000e+02
8  1.080000e+02
8  1.090000e+02
8  1.090000e+02
16  4.520000e+02
16  4.450000e+02
16  4.450000e+02
16  4.470000e+02
16  4.500000e+02
16  4.470000e+02
16  4.520000e+02
16  4.460000e+02
16  4.480000e+02
16  4.460000e+02
16  4.590000e+02
16  4.490000e+02
16  4.500000e+02
16  4.550000e+02
16  4.600000e+02
16  4.530000e+02
16  4.530000e+02
16  4.520000e+02
16  4.470000e+02
16  4.460000e+02
24  1.035000e+03
24  1.058000e+03
24  1.050000e+03
24  1.047000e+03
24  1.045000e+03
24  1.061000e+03
24  1.052000e+03
24  1.050000e+03
24  1.058000e+03
24  1.054000e+03
24  1.040000e+03
24  1.043000e+03
24  1.060000e+03
24  1.040000e+03
24  1.064000e+03
24  1.060000e+03
24  1.041000e+03
24  1.045000e+03
24  1.054000e+03
24  1.046000e+03
32  1.857000e+03
32  1.860000e+03
32  1.867000e+03
32  1.881000e+03
32  1.866000e+03
32  1.873000e+03
32  1.872000e+03
32  1.854000e+03
32  1.860000e+03
32  1.875000e+03
32  1.872000e+03
32  1.856000e+03
32  1.864000e+03
32  1.867000e+03
32  1.864000e+03
32  1.867000e+03
32  1.860000e+03
32  1.867000e+03
32  1.843000e+03
32  1.866000e+03
40  2.877000e+03
40  2.879000e+03
40  2.882000e+03
40  2.883000e+03
40  2.864000e+03
40  2.855000e+03
40  2.868000e+03
40  2.876000e+03
40  2.872000e+03
40  2.889000e+03
40  2.873000e+03
40  2.865000e+03
40  2.859000e+03
40  2.877000e+03
40  2.873000e+03
40  2.879000e+03
40  2.887000e+03
40  2.867000e+03
40  2.894000e+03
40  2.875000e+03
48  4.139000e+03
48  4.137000e+03
48  4.139000e+03
48  4.153000e+03
48  4.152000e+03
48  4.149000e+03
48  4.146000e+03
48  4.149000e+03
48  4.161000e+03
48  4.166000e+03
48  4.169000e+03
48  4.173000e+03
48  4.160000e+03
48  4.184000e+03
48  4.163000e+03
48  4.207000e+03
48  4.165000e+03
48  4.211000e+03
48  4.203000e+03
48  4.164000e+03
56  5.656000e+03
56  5.663000e+03
56  5.654000e+03
56  5.672000e+03
56  5.671000e+03
56  5.691000e+03
56  5.682000e+03
56  5.663000e+03
56  5.678000e+03
56  5.691000e+03
56  5.664000e+03
56  5.666000e+03
56  5.657000e+03
56  5.679000e+03
56  5.662000e+03
56  5.672000e+03
56  5.671000e+03
56  5.679000e+03
56  5.653000e+03
56  5.658000e+03
64  7.415000e+03
64  7.412000e+03
64  7.427000e+03
64  7.433000e+03
64  7.477000e+03
64  7.398000e+03
64  7.413000e+03
64  7.389000e+03
64  7.390000e+03
64  7.401000e+03
64  7.392000e+03
64  7.432000e+03
64  7.481000e+03
64  7.435000e+03
64  7.438000e+03
64  7.471000e+03
64  7.420000e+03
64  7.410000e+03
64  7.411000e+03
64  7.397000e+03
72  9.449000e+03
72  9.386000e+03
72  9.410000e+03
72  9.383000e+03
72  9.400000e+03
72  9.407000e+03
72  9.414000e+03
72  9.440000e+03
72  9.397000e+03
72  9.414000e+03
72  9.361000e+03
72  9.394000e+03
72  9.411000e+03
72  9.396000e+03
72  9.423000e+03
72  9.466000e+03
72  9.399000e+03
72  9.378000e+03
72  9.461000e+03
72  9.417000e+03
80  1.161200e+04
80  1.166200e+04
80  1.163400e+04
80  1.180800e+04
80  1.173800e+04
80  1.167300e+04
80  1.173900e+04
80  1.168900e+04
80  1.161700e+04
80  1.166900e+04
80  1.171400e+04
80  1.169500e+04
80  1.169000e+04
80  1.172400e+04
80  1.171600e+04
80  1.164600e+04
80  1.172100e+04
80  1.164100e+04
80  1.161400e+04
80  1.164200e+04
